"S","ES2602SES00000020","ES2602INV00000019",39000,"ES",1,0,1,"YACH-00002","L26020123","00025","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",40000,"ES",1,0,1,"YACH-00002","L26020123","00026","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",41000,"ES",1,0,1,"YACH-00002","L26020123","00027","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",42000,"ES",1,0,1,"YACH-00002","L26020123","00028","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",43000,"ES",1,0,1,"YACH-00002","L26020123","00031","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",44000,"ES",1,0,1,"YACH-00002","L26020123","00032","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",45000,"ES",1,0,1,"YACH-00002","L26020123","00033","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",46000,"ES",1,0,1,"YACH-00002","L26020123","00034","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",47000,"ES",1,0,1,"YACH-00002","L26020123","00035","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",48000,"ES",1,0,1,"YACH-00002","L26020123","00036","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",49000,"ES",1,0,1,"YACH-00002","L26020123","00037","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",50000,"ES",1,0,1,"YACH-00002","L26020123","00038","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",51000,"ES",1,0,1,"YACH-00002","L26020123","00039","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",52000,"ES",1,0,1,"YACH-00002","L26020123","00040","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",53000,"ES",1,0,1,"YACH-00002","L26020123","00041","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",54000,"ES",1,0,1,"YACH-00002","L26020123","00042","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",55000,"ES",1,0,1,"YACH-00002","L26020123","00043","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",56000,"ES",1,0,1,"YACH-00002","L26020123","00044","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",57000,"ES",1,0,1,"YACH-00002","L26020123","00045","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",58000,"ES",1,0,1,"YACH-00002","L26020123","00046","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",59000,"ES",1,0,1,"YACH-00002","L26020123","00047","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",60000,"ES",1,0,1,"YACH-00002","L26020123","00048","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",61000,"ES",1,0,1,"YACH-00002","L26020123","00049","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",62000,"ES",1,0,1,"YACH-00002","L26020123","00050","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",63000,"ES",1,0,1,"YACH-00002","L26020159","00001","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",64000,"ES",1,0,1,"YACH-00002","L260225","00004","","R0101","A","UN",1,"","","",""
"S","ES2602SES00000020","ES2602INV00000019",65000,"ES",1,0,1,"YACH-00003","","","","","A","UN",1,"","","",""
